Network,Run,Average Score,Clustering,Crossover,Gini,Initial Clustering,Initial Path Length,Path Length,Step,NumAgents
Baboon,234,5550,1,1,0.122522523,0,0,1,257,25
Baboon,235,5908,1,1,0.173270142,0,0,1,106,25
Baboon,236,4700,1,0,0,0,0,1,1000,25
Baboon,237,7760,1,1,0.110412371,0,0,1,801,25
Baboon,238,5210,1,1,0.086142035,0,0,1,129,25
Baboon,239,4700,1,0,0,0,0,1,1000,25
Baboon,240,4700,1,0,0,0,0,1,1000,25
Baboon,241,4700,1,0,0,0,0,1,1000,25
Baboon,242,4700,1,0,0,0,0,1,1000,25
Baboon,243,8610,1,1,0.036329849,0,0,1,196,25
Baboon,244,4700,1,0,0,0,0,1,1000,25
Baboon,245,6400,1,1,0.159375,0,0,1,387,25
Baboon,246,8780,1,1,0.018587699,0,0,1,702,25
Baboon,247,4700,1,0,0,0,0,1,1000,25
Baboon,248,4700,1,0,0,0,0,1,1000,25
Baboon,249,4700,1,0,0,0,0,1,1000,25
Baboon,250,4700,1,0,0,0,0,1,1000,25
Baboon,251,6230,1,1,0.15717496,0,0,1,958,25
Baboon,252,11152,1,1,0.254418938,0,0,1,679,25
Baboon,253,5550,1,1,0.122522523,0,0,1,567,25
Baboon,254,5890,1,1,0.145466893,0,0,1,697,25
Baboon,255,5210,1,1,0.086142035,0,0,1,494,25
Baboon,256,5380,1,1,0.106171004,0,0,1,591,25
Baboon,257,5040,1,1,0.062063492,0,0,1,483,25
Baboon,258,4700,1,0,0,0,0,1,1000,25
Baboon,259,5380,1,1,0.106171004,0,0,1,907,25
Baboon,260,5210,1,1,0.086142035,0,0,1,967,25
Baboon,261,4700,1,0,0,0,0,1,1000,25
Baboon,262,8780,1,1,0.018587699,0,0,1,65,25
Baboon,263,4700,1,0,0,0,0,1,1000,25
Baboon,264,6740,1,1,0.157388724,0,0,1,893,25
Baboon,265,4700,1,0,0,0,0,1,1000,25
Baboon,266,13452,1,1,0.19730003,0,0,1,429,25
Baboon,267,4700,1,0,0,0,0,1,1000,25
Baboon,268,4700,1,0,0,0,0,1,1000,25
Baboon,269,4700,1,0,0,0,0,1,1000,25
Baboon,270,9416,1,1,0.304282073,0,0,1,702,25
Baboon,271,4700,1,0,0,0,0,1,1000,25
Baboon,272,4700,1,0,0,0,0,1,1000,25
Baboon,273,7590,1,1,0.121844532,0,0,1,371,25
Baboon,274,7930,1,1,0.097755359,0,0,1,883,25
Baboon,275,7250,1,1,0.140689655,0,0,1,915,25
Baboon,276,5890,1,1,0.145466893,0,0,1,75,25
Baboon,277,4700,1,0,0,0,0,1,1000,25
Baboon,278,5040,1,1,0.062063492,0,0,1,310,25
Baboon,279,8440,1,1,0.053175355,0,0,1,150,25
Baboon,280,4700,1,0,0,0,0,1,1000,25
Baboon,281,5550,1,1,0.122522523,0,0,1,250,25
Baboon,282,4870,1,1,0.033511294,0,0,1,994,25
Baboon,283,5040,1,1,0.062063492,0,0,1,582,25
Baboon,284,13488,1,1,0.216405694,0,0,1,782,25
Baboon,285,4700,1,0,0,0,0,1,1000,25
Baboon,286,5720,1,1,0.135524476,0,0,1,415,25
Baboon,287,15752,1,1,0.103636364,0,0,1,427,25
Baboon,288,12396,1,1,0.235069377,0,0,1,661,25
Baboon,289,8100,1,1,0.083950617,0,0,1,410,25
Baboon,290,8440,1,1,0.053175355,0,0,1,890,25
Baboon,291,13318,1,1,0.224273915,0,0,1,456,25
Baboon,292,5380,1,1,0.106171004,0,0,1,869,25
Baboon,293,6910,1,1,0.153516643,0,0,1,811,25
Baboon,294,10284,1,1,0.284589654,0,0,1,542,25
Baboon,295,8342,1,1,0.271359386,0,0,1,329,25
Baboon,296,7080,1,1,0.147909605,0,0,1,343,25
Baboon,297,8440,1,1,0.053175355,0,0,1,686,25
Baboon,298,4700,1,0,0,0,0,1,1000,25
Baboon,299,7930,1,1,0.097755359,0,0,1,157,25
Chimpanzee,0,4324,1,0,0,0,0,1,1000,23
Chimpanzee,1,4324,1,0,0,0,0,1,1000,23
Chimpanzee,2,7724,1,1,0.057415622,0,0,1,635,23
Chimpanzee,3,4324,1,0,0,0,0,1,1000,23
Chimpanzee,4,4324,1,0,0,0,0,1,1000,23
Chimpanzee,5,12038,1,1,0.223350694,0,0,1,900,23
Chimpanzee,6,5344,1,1,0.141076543,0,0,1,605,23
Chimpanzee,7,6534,1,1,0.147056866,0,0,1,419,23
Chimpanzee,8,5174,1,1,0.128569268,0,0,1,624,23
Chimpanzee,9,10248,1,1,0.247174422,0,0,1,669,23
Chimpanzee,10,4324,1,0,0,0,0,1,1000,23
Chimpanzee,11,5174,1,1,0.128569268,0,0,1,710,23
Chimpanzee,12,6382,1,1,0.204215661,0,0,1,355,23
Chimpanzee,13,4324,1,0,0,0,0,1,1000,23
Chimpanzee,14,4324,1,0,0,0,0,1,1000,23
Chimpanzee,15,7554,1,1,0.074363136,0,0,1,215,23
Chimpanzee,16,4324,1,0,0,0,0,1,1000,23
Chimpanzee,17,6024,1,1,0.1595069,0,0,1,391,23
Chimpanzee,18,4324,1,0,0,0,0,1,1000,23
Chimpanzee,19,4324,1,0,0,0,0,1,1000,23
Chimpanzee,20,5192,1,1,0.151370001,0,0,1,830,23
Chimpanzee,21,7384,1,1,0.090089029,0,0,1,514,23
Chimpanzee,22,7554,1,1,0.074363136,0,0,1,486,23
Chimpanzee,23,7044,1,1,0.117522159,0,0,1,205,23
Chimpanzee,24,4324,1,0,0,0,0,1,1000,23
Chimpanzee,25,4324,1,0,0,0,0,1,1000,23
Chimpanzee,26,4324,1,0,0,0,0,1,1000,23
Chimpanzee,27,11474,1,1,0.203408841,0,0,1,518,23
Chimpanzee,28,7554,1,1,0.074363136,0,0,1,732,23
Chimpanzee,29,4664,1,1,0.066559773,0,0,1,337,23
Chimpanzee,30,6534,1,1,0.147056866,0,0,1,288,23
Chimpanzee,31,6874,1,1,0.129030626,0,0,1,137,23
Chimpanzee,32,4324,1,0,0,0,0,1,1000,23
Chimpanzee,33,5684,1,1,0.156044427,0,0,1,699,23
Chimpanzee,34,4324,1,0,0,0,0,1,1000,23
Chimpanzee,35,4324,1,0,0,0,0,1,1000,23
Chimpanzee,36,4324,1,0,0,0,0,1,1000,23
Chimpanzee,37,4324,1,0,0,0,0,1,1000,23
Chimpanzee,38,4834,1,1,0.091741469,0,0,1,581,23
Chimpanzee,39,4324,1,0,0,0,0,1,1000,23
Chimpanzee,40,4324,1,0,0,0,0,1,1000,23
Chimpanzee,41,4324,1,0,0,0,0,1,1000,23
Chimpanzee,42,5514,1,1,0.150131681,0,0,1,465,23
Chimpanzee,43,4324,1,0,0,0,0,1,1000,23
Chimpanzee,44,6534,1,1,0.147056866,0,0,1,883,23
Chimpanzee,45,4324,1,0,0,0,0,1,1000,23
Chimpanzee,46,6874,1,1,0.129030626,0,0,1,472,23
Chimpanzee,47,4494,1,1,0.03618351,0,0,1,418,23
Chimpanzee,48,4324,1,0,0,0,0,1,1000,23
Chimpanzee,49,4324,1,0,0,0,0,1,1000,23
Chimpanzee,50,4324,1,0,0,0,0,1,1000,23
Chimpanzee,51,7384,1,1,0.090089029,0,0,1,503,23
Chimpanzee,52,4324,1,0,0,0,0,1,1000,23
Chimpanzee,53,6364,1,1,0.15330801,0,0,1,283,23
Chimpanzee,54,4324,1,0,0,0,0,1,1000,23
Chimpanzee,55,7214,1,1,0.104506937,0,0,1,734,23
Chimpanzee,56,8234,1,1,0,0,0,1,964,23
Chimpanzee,57,4324,1,0,0,0,0,1,1000,23
Chimpanzee,58,4324,1,0,0,0,0,1,1000,23
Chimpanzee,59,4324,1,0,0,0,0,1,1000,23
Chimpanzee,60,4324,1,0,0,0,0,1,1000,23
Chimpanzee,61,4324,1,0,0,0,0,1,1000,23
Chimpanzee,62,13980,1,1,0.135771599,0,0,1,406,23
Chimpanzee,63,7044,1,1,0.117522159,0,0,1,690,23
Chimpanzee,64,4324,1,0,0,0,0,1,1000,23
Chimpanzee,65,4324,1,0,0,0,0,1,1000,23
Chimpanzee,66,5004,1,1,0.11225802,0,0,1,226,23
Chimpanzee,67,4324,1,0,0,0,0,1,1000,23
Chimpanzee,68,7044,1,1,0.117522159,0,0,1,671,23
Chimpanzee,69,4494,1,1,0.03618351,0,0,1,993,23
Chimpanzee,70,7044,1,1,0.117522159,0,0,1,919,23
Chimpanzee,71,5684,1,1,0.156044427,0,0,1,724,23
Chimpanzee,72,10794,1,1,0.257308811,0,0,1,79,23
Chimpanzee,73,8950,1,1,0.073043478,0,0,1,199,23
Chimpanzee,74,4324,1,0,0,0,0,1,1000,23
Chimpanzee,75,5344,1,1,0.141076543,0,0,1,746,23
Chimpanzee,76,4324,1,0,0,0,0,1,1000,23
Chimpanzee,77,5514,1,1,0.150131681,0,0,1,355,23
Chimpanzee,78,14168,1,1,0.130177006,0,0,1,817,23
Chimpanzee,79,6194,1,1,0.157515688,0,0,1,407,23
Chimpanzee,80,4324,1,0,0,0,0,1,1000,23
Chimpanzee,81,5684,1,1,0.156044427,0,0,1,363,23
Chimpanzee,82,9908,1,1,0.272068245,0,0,1,152,23
Chimpanzee,83,4324,1,0,0,0,0,1,1000,23
Chimpanzee,84,4324,1,0,0,0,0,1,1000,23
Chimpanzee,85,12020,1,1,0.207827534,0,0,1,184,23
Chimpanzee,86,5854,1,1,0.159088546,0,0,1,272,23
Chimpanzee,87,4324,1,0,0,0,0,1,1000,23
Chimpanzee,88,4324,1,0,0,0,0,1,1000,23
Chimpanzee,89,4324,1,0,0,0,0,1,1000,23
Chimpanzee,90,4324,1,0,0,0,0,1,1000,23
Chimpanzee,91,5004,1,1,0.11225802,0,0,1,847,23
Chimpanzee,92,4494,1,1,0.03618351,0,0,1,723,23
Chimpanzee,93,7554,1,1,0.074363136,0,0,1,222,23
Chimpanzee,94,7044,1,1,0.117522159,0,0,1,848,23
Chimpanzee,95,4324,1,0,0,0,0,1,1000,23
Chimpanzee,96,4324,1,0,0,0,0,1,1000,23
Chimpanzee,97,6194,1,1,0.157515688,0,0,1,700,23
Chimpanzee,98,4324,1,0,0,0,0,1,1000,23
Chimpanzee,99,5890,1,1,0.223931498,0,0,1,837,23
Chimpanzee,100,6534,1,1,0.147056866,0,0,1,239,23
Chimpanzee,101,6874,1,1,0.129030626,0,0,1,726,23
Chimpanzee,102,4324,1,0,0,0,0,1,1000,23
Chimpanzee,103,4324,1,0,0,0,0,1,1000,23
Chimpanzee,104,4324,1,0,0,0,0,1,1000,23
Chimpanzee,105,5344,1,1,0.141076543,0,0,1,214,23
Chimpanzee,106,7554,1,1,0.074363136,0,0,1,231,23
Chimpanzee,107,4324,1,0,0,0,0,1,1000,23
Chimpanzee,108,6704,1,1,0.138917713,0,0,1,417,23
Chimpanzee,109,6024,1,1,0.1595069,0,0,1,994,23
Chimpanzee,110,5684,1,1,0.156044427,0,0,1,791,23
Chimpanzee,111,7894,1,1,0.03932541,0,0,1,735,23
Chimpanzee,112,4324,1,0,0,0,0,1,1000,23
Chimpanzee,113,5684,1,1,0.156044427,0,0,1,387,23
Chimpanzee,114,13076,1,1,0.162421695,0,0,1,498,23
Chimpanzee,115,6024,1,1,0.1595069,0,0,1,305,23
Chimpanzee,116,9022,1,1,0.274286045,0,0,1,619,23
Chimpanzee,117,8986,1,1,0.194157095,0,0,1,859,23
Chimpanzee,118,4324,1,0,0,0,0,1,1000,23
Chimpanzee,119,6024,1,1,0.1595069,0,0,1,185,23
Chimpanzee,120,4324,1,0,0,0,0,1,1000,23
Chimpanzee,121,5174,1,1,0.128569268,0,0,1,364,23
Chimpanzee,122,4324,1,0,0,0,0,1,1000,23
Chimpanzee,123,4324,1,0,0,0,0,1,1000,23
Chimpanzee,124,6874,1,1,0.129030626,0,0,1,718,23
Chimpanzee,125,6874,1,1,0.129030626,0,0,1,575,23
Chimpanzee,126,5004,1,1,0.11225802,0,0,1,458,23
Chimpanzee,127,4324,1,0,0,0,0,1,1000,23
Chimpanzee,128,7662,1,1,0.315254276,0,0,1,275,23
Chimpanzee,129,4324,1,0,0,0,0,1,1000,23
Chimpanzee,130,5684,1,1,0.156044427,0,0,1,432,23
Chimpanzee,131,9514,1,1,0.193856194,0,0,1,423,23
Chimpanzee,132,4324,1,0,0,0,0,1,1000,23
Chimpanzee,133,4324,1,0,0,0,0,1,1000,23
Chimpanzee,134,4324,1,0,0,0,0,1,1000,23
Chimpanzee,135,13434,1,1,0.15114149,0,0,1,728,23
Chimpanzee,136,7554,1,1,0.074363136,0,0,1,116,23
Chimpanzee,137,7214,1,1,0.104506937,0,0,1,72,23
Chimpanzee,138,6194,1,1,0.157515688,0,0,1,220,23
Chimpanzee,139,6704,1,1,0.138917713,0,0,1,205,23
Chimpanzee,140,4324,1,0,0,0,0,1,1000,23
Chimpanzee,141,4324,1,0,0,0,0,1,1000,23
Chimpanzee,142,4324,1,0,0,0,0,1,1000,23
Chimpanzee,143,4324,1,0,0,0,0,1,1000,23
Chimpanzee,144,5514,1,1,0.150131681,0,0,1,208,23
Chimpanzee,145,6874,1,1,0.129030626,0,0,1,145,23
Chimpanzee,146,7724,1,1,0.057415622,0,0,1,657,23
Chimpanzee,147,5344,1,1,0.141076543,0,0,1,564,23
Chimpanzee,148,14168,1,1,0.130177006,0,0,1,50,23
Chimpanzee,149,4324,1,0,0,0,0,1,1000,23
Chimpanzee,150,7304,1,1,0.305133578,0,0,1,39,23
Chimpanzee,151,5684,1,1,0.156044427,0,0,1,67,23
Chimpanzee,152,7894,1,1,0.03932541,0,0,1,875,23
Chimpanzee,153,4324,1,0,0,0,0,1,1000,23
Chimpanzee,154,6364,1,1,0.15330801,0,0,1,634,23
Chimpanzee,155,4664,1,1,0.066559773,0,0,1,970,23
Chimpanzee,156,4324,1,0,0,0,0,1,1000,23
Chimpanzee,157,4834,1,1,0.091741469,0,0,1,926,23
Chimpanzee,158,15752,1,1,0.041501976,0,0,1,260,23
Chimpanzee,159,5854,1,1,0.159088546,0,0,1,205,23
Chimpanzee,160,5344,1,1,0.141076543,0,0,1,427,23
Chimpanzee,161,4324,1,0,0,0,0,1,1000,23
Chimpanzee,162,6534,1,1,0.147056866,0,0,1,497,23
Chimpanzee,163,5174,1,1,0.128569268,0,0,1,151,23
Chimpanzee,164,4324,1,0,0,0,0,1,1000,23
Chimpanzee,165,7044,1,1,0.117522159,0,0,1,78,23
Chimpanzee,166,4324,1,0,0,0,0,1,1000,23
Chimpanzee,167,4324,1,0,0,0,0,1,1000,23
Chimpanzee,168,4324,1,0,0,0,0,1,1000,23
Chimpanzee,169,6364,1,1,0.15330801,0,0,1,132,23
Chimpanzee,170,5854,1,1,0.159088546,0,0,1,994,23
Chimpanzee,171,4324,1,0,0,0,0,1,1000,23
Chimpanzee,172,5004,1,1,0.11225802,0,0,1,71,23
Chimpanzee,173,10096,1,1,0.282109144,0,0,1,227,23
Chimpanzee,174,4324,1,0,0,0,0,1,1000,23
Chimpanzee,175,4324,1,0,0,0,0,1,1000,23
Chimpanzee,176,4834,1,1,0.091741469,0,0,1,497,23
Chimpanzee,177,5344,1,1,0.141076543,0,0,1,590,23
Chimpanzee,178,8136,1,1,0.259864905,0,0,1,537,23
Chimpanzee,179,4324,1,0,0,0,0,1,1000,23
Chimpanzee,180,7044,1,1,0.117522159,0,0,1,687,23
Chimpanzee,181,8234,1,1,0,0,0,1,395,23
Chimpanzee,182,4324,1,0,0,0,0,1,1000,23
Chimpanzee,183,8064,1,1,0.020164769,0,0,1,357,23
Chimpanzee,184,7116,1,1,0.290881541,0,0,1,577,23
Chimpanzee,185,5514,1,1,0.150131681,0,0,1,719,23
Chimpanzee,186,8234,1,1,0,0,0,1,660,23
Chimpanzee,187,8064,1,1,0.020164769,0,0,1,632,23
Chimpanzee,188,8064,1,1,0.020164769,0,0,1,607,23
Chimpanzee,189,5174,1,1,0.128569268,0,0,1,313,23
Chimpanzee,190,7554,1,1,0.074363136,0,0,1,820,23
Chimpanzee,191,4324,1,0,0,0,0,1,1000,23
Chimpanzee,192,4324,1,0,0,0,0,1,1000,23
Chimpanzee,193,4324,1,0,0,0,0,1,1000,23
Chimpanzee,194,4324,1,0,0,0,0,1,1000,23
Chimpanzee,195,5174,1,1,0.128569268,0,0,1,260,23
Chimpanzee,196,4324,1,0,0,0,0,1,1000,23
Chimpanzee,197,6534,1,1,0.147056866,0,0,1,328,23
Chimpanzee,198,4324,1,0,0,0,0,1,1000,23
Chimpanzee,199,5854,1,1,0.159088546,0,0,1,439,23
Chimpanzee,200,4324,1,0,0,0,0,1,1000,23
Chimpanzee,201,4324,1,0,0,0,0,1,1000,23
Chimpanzee,202,5344,1,1,0.141076543,0,0,1,493,23
Chimpanzee,203,5344,1,1,0.141076543,0,0,1,312,23
Chimpanzee,204,4324,1,0,0,0,0,1,1000,23
Chimpanzee,205,4324,1,0,0,0,0,1,1000,23
Chimpanzee,206,4324,1,0,0,0,0,1,1000,23
Chimpanzee,207,4834,1,1,0.091741469,0,0,1,972,23
Chimpanzee,208,7894,1,1,0.03932541,0,0,1,355,23
Chimpanzee,209,10418,1,1,0.23320841,0,0,1,253,23
Chimpanzee,210,6534,1,1,0.147056866,0,0,1,585,23
Chimpanzee,211,10436,1,1,0.260169647,0,0,1,146,23
Chimpanzee,212,7384,1,1,0.090089029,0,0,1,410,23
Chimpanzee,213,4324,1,0,0,0,0,1,1000,23
Chimpanzee,214,4324,1,0,0,0,0,1,1000,23
Chimpanzee,215,6704,1,1,0.138917713,0,0,1,736,23
Chimpanzee,216,4324,1,0,0,0,0,1,1000,23
Chimpanzee,217,7384,1,1,0.090089029,0,0,1,974,23
Chimpanzee,218,4324,1,0,0,0,0,1,1000,23
Chimpanzee,219,4494,1,1,0.03618351,0,0,1,990,23
Chimpanzee,220,4324,1,0,0,0,0,1,1000,23
Chimpanzee,221,7384,1,1,0.090089029,0,0,1,743,23
Chimpanzee,222,4324,1,0,0,0,0,1,1000,23
Chimpanzee,223,4324,1,0,0,0,0,1,1000,23
Chimpanzee,224,5174,1,1,0.128569268,0,0,1,38,23
Chimpanzee,225,4494,1,1,0.03618351,0,0,1,956,23
Chimpanzee,226,4324,1,0,0,0,0,1,1000,23
Chimpanzee,227,5004,1,1,0.11225802,0,0,1,315,23
Chimpanzee,228,6534,1,1,0.147056866,0,0,1,207,23
Chimpanzee,229,5344,1,1,0.141076543,0,0,1,336,23
Chimpanzee,230,6704,1,1,0.138917713,0,0,1,686,23
Chimpanzee,231,5174,1,1,0.128569268,0,0,1,974,23
Chimpanzee,232,8234,1,1,0,0,0,1,703,23
Chimpanzee,233,4324,1,0,0,0,0,1,1000,23
Chimpanzee,234,4324,1,0,0,0,0,1,1000,23
Chimpanzee,235,8476,1,1,0.237232493,0,0,1,513,23
Chimpanzee,236,4324,1,0,0,0,0,1,1000,23
Chimpanzee,237,7214,1,1,0.104506937,0,0,1,588,23
Chimpanzee,238,4324,1,0,0,0,0,1,1000,23
Chimpanzee,239,4324,1,0,0,0,0,1,1000,23
Chimpanzee,240,6024,1,1,0.1595069,0,0,1,965,23
Chimpanzee,241,4324,1,0,0,0,0,1,1000,23
Chimpanzee,242,6194,1,1,0.157515688,0,0,1,689,23
Chimpanzee,243,7384,1,1,0.090089029,0,0,1,845,23
Chimpanzee,244,10642,1,1,0.280578185,0,0,1,294,23
Chimpanzee,245,4324,1,0,0,0,0,1,1000,23
Chimpanzee,246,4324,1,0,0,0,0,1,1000,23
Chimpanzee,247,6758,1,1,0.269439119,0,0,1,410,23
Chimpanzee,248,4324,1,0,0,0,0,1,1000,23
Chimpanzee,249,6758,1,1,0.269439119,0,0,1,482,23
Chimpanzee,250,6024,1,1,0.1595069,0,0,1,609,23
Chimpanzee,251,8234,1,1,0,0,0,1,381,23
Chimpanzee,252,8172,1,1,0.311860223,0,0,1,775,23
Chimpanzee,253,4324,1,0,0,0,0,1,1000,23
Chimpanzee,254,4324,1,0,0,0,0,1,1000,23
Chimpanzee,255,15036,1,1,0.078674948,0,0,1,288,23
Chimpanzee,256,6024,1,1,0.1595069,0,0,1,919,23
Chimpanzee,257,4324,1,0,0,0,0,1,1000,23
Chimpanzee,258,5004,1,1,0.11225802,0,0,1,515,23
Chimpanzee,259,6364,1,1,0.15330801,0,0,1,756,23
Chimpanzee,260,4324,1,0,0,0,0,1,1000,23
Chimpanzee,261,9550,1,1,0.269228318,0,0,1,704,23
Chimpanzee,262,8064,1,1,0.020164769,0,0,1,68,23
Chimpanzee,263,4324,1,0,0,0,0,1,1000,23
Chimpanzee,264,4494,1,1,0.03618351,0,0,1,101,23
Chimpanzee,265,6364,1,1,0.15330801,0,0,1,236,23
Chimpanzee,266,4324,1,0,0,0,0,1,1000,23
Chimpanzee,267,7894,1,1,0.03932541,0,0,1,985,23
Chimpanzee,268,5684,1,1,0.156044427,0,0,1,762,23
Chimpanzee,269,4324,1,0,0,0,0,1,1000,23
Chimpanzee,270,4324,1,0,0,0,0,1,1000,23
Chimpanzee,271,5344,1,1,0.141076543,0,0,1,974,23
Chimpanzee,272,4324,1,0,0,0,0,1,1000,23
Chimpanzee,273,5854,1,1,0.159088546,0,0,1,321,23
Chimpanzee,274,6910,1,1,0.235801925,0,0,1,290,23
Chimpanzee,275,7930,1,1,0.177509732,0,0,1,995,23
Chimpanzee,276,5174,1,1,0.128569268,0,0,1,776,23
Chimpanzee,277,4324,1,0,0,0,0,1,1000,23
Chimpanzee,278,4324,1,0,0,0,0,1,1000,23
Chimpanzee,279,4324,1,0,0,0,0,1,1000,23
Chimpanzee,280,6534,1,1,0.147056866,0,0,1,559,23
Chimpanzee,281,4324,1,0,0,0,0,1,1000,23
Chimpanzee,282,4324,1,0,0,0,0,1,1000,23
Chimpanzee,283,4324,1,0,0,0,0,1,1000,23
Chimpanzee,284,4324,1,0,0,0,0,1,1000,23
Chimpanzee,285,4834,1,1,0.091741469,0,0,1,396,23
Chimpanzee,286,4324,1,0,0,0,0,1,1000,23
Chimpanzee,287,4324,1,0,0,0,0,1,1000,23
Chimpanzee,288,4494,1,1,0.03618351,0,0,1,740,23
Chimpanzee,289,4324,1,0,0,0,0,1,1000,23
Chimpanzee,290,4324,1,0,0,0,0,1,1000,23
Chimpanzee,291,12378,1,1,0.199301706,0,0,1,696,23
Chimpanzee,292,4324,1,0,0,0,0,1,1000,23
Chimpanzee,293,4324,1,0,0,0,0,1,1000,23
Chimpanzee,294,6874,1,1,0.129030626,0,0,1,401,23
Chimpanzee,295,4324,1,0,0,0,0,1,1000,23
Chimpanzee,296,4324,1,0,0,0,0,1,1000,23
Chimpanzee,297,4324,1,0,0,0,0,1,1000,23
Chimpanzee,298,6364,1,1,0.15330801,0,0,1,734,23
Chimpanzee,299,4324,1,0,0,0,0,1,1000,23
