Network,Run,Average Score,Clustering,Crossover,Gini,Initial Clustering,Initial Path Length,Path Length,Step,NumAgents
Karate Club,89,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,90,190.6764706,0.540968509,1,0.037278493,0,0,2.420677362,30,34
Karate Club,91,193,0.540968509,1,0.025144773,0,0,2.420677362,458,34
Karate Club,92,275.6764706,0.540968509,1,0.161813344,0,0,2.420677362,40,34
Karate Club,93,316.5294118,0.540968509,1,0.308274211,0,0,2.420677362,139,34
Karate Club,94,225.1176471,0.540968509,1,0.208211008,0,0,2.420677362,25,34
Karate Club,95,198,0.540968509,1,0.047534165,0,0,2.420677362,150,34
Karate Club,96,232.7941176,0.540968509,1,0.223845268,0,0,2.420677362,34,34
Karate Club,97,176,0.540968509,1,0.216164674,0,0,2.420677362,21,34
Karate Club,98,228,0.540968509,1,0.134158927,0,0,2.420677362,263,34
Karate Club,99,213,0.540968509,1,0.100110467,0,0,2.420677362,704,34
Karate Club,100,248,0.540968509,1,0.15654649,0,0,2.420677362,382,34
Karate Club,101,201.0294118,0.540968509,1,0.119398425,0,0,2.420677362,232,34
Karate Club,102,268.3529412,0.540968509,1,0.174671842,0,0,2.420677362,25,34
Karate Club,103,230.6764706,0.540968509,1,0.153216431,0,0,2.420677362,60,34
Karate Club,104,171.2647059,0.540968509,1,0.176738289,0,0,2.420677362,13,34
Karate Club,105,228.8823529,0.540968509,1,0.185193584,0,0,2.420677362,97,34
Karate Club,106,345.1176471,0.540968509,1,0.215487422,0,0,2.420677362,70,34
Karate Club,107,138.6764706,0.540968509,1,0.270107916,0,0,2.420677362,13,34
Karate Club,108,255.6764706,0.540968509,1,0.169869604,0,0,2.420677362,96,34
Karate Club,109,181.7352941,0.540968509,1,0.12285921,0,0,2.420677362,71,34
Karate Club,110,216.0294118,0.540968509,1,0.158078725,0,0,2.420677362,198,34
Karate Club,111,196.7058824,0.540968509,1,0.244414931,0,0,2.420677362,28,34
Karate Club,112,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,113,206.0882353,0.540968509,1,0.313774461,0,0,2.420677362,14,34
Karate Club,114,192.2058824,0.540968509,1,0.25317521,0,0,2.420677362,18,34
Karate Club,115,227.2647059,0.540968509,1,0.221891915,0,0,2.420677362,24,34
Karate Club,116,218.8823529,0.540968509,1,0.164092512,0,0,2.420677362,396,34
Karate Club,117,218,0.540968509,1,0.113329736,0,0,2.420677362,475,34
Karate Club,118,222.2647059,0.540968509,1,0.218282232,0,0,2.420677362,13,34
Karate Club,119,205.0882353,0.540968509,1,0.242435107,0,0,2.420677362,10,34
Karate Club,120,185.6470588,0.540968509,1,0.217373071,0,0,2.420677362,41,34
Karate Club,121,196.7352941,0.540968509,1,0.174039028,0,0,2.420677362,63,34
Karate Club,122,231.9705882,0.540968509,1,0.252153581,0,0,2.420677362,15,34
Karate Club,123,203,0.540968509,1,0.067371776,0,0,2.420677362,235,34
Karate Club,124,258,0.540968509,1,0.159598723,0,0,2.420677362,485,34
Karate Club,125,233.7058824,0.540968509,1,0.194289395,0,0,2.420677362,88,34
Karate Club,126,271.0294118,0.540968509,1,0.179716575,0,0,2.420677362,14,34
Karate Club,127,169.8823529,0.540968509,1,0.206961871,0,0,2.420677362,13,34
Karate Club,128,280.4411765,0.540968509,1,0.172500694,0,0,2.420677362,26,34
Karate Club,129,193,0.540968509,1,0.025144773,0,0,2.420677362,508,34
Karate Club,130,170.8235294,0.540968509,1,0.131390779,0,0,2.420677362,37,34
Karate Club,131,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,132,203.3529412,0.540968509,1,0.108288383,0,0,2.420677362,109,34
Karate Club,133,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,134,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,135,232.4411765,0.540968509,1,0.201937462,0,0,2.420677362,15,34
Karate Club,136,208.7058824,0.540968509,1,0.157669607,0,0,2.420677362,18,34
Karate Club,137,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,138,154.5588235,0.540968509,1,0.179263447,0,0,2.420677362,34,34
Karate Club,139,205.6764706,0.540968509,1,0.096764832,0,0,2.420677362,40,34
Karate Club,140,391.1764706,0.540968509,1,0.196160991,0,0,2.420677362,767,34
Karate Club,141,234.0588235,0.540968509,1,0.214922461,0,0,2.420677362,83,34
Karate Club,142,253,0.540968509,1,0.158684027,0,0,2.420677362,329,34
Karate Club,143,242.6470588,0.540968509,1,0.246388592,0,0,2.420677362,27,34
Karate Club,144,201.1470588,0.540968509,1,0.193952504,0,0,2.420677362,14,34
Karate Club,145,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,146,183.6176471,0.540968509,1,0.265440823,0,0,2.420677362,30,34
Karate Club,147,240.6764706,0.540968509,1,0.163958997,0,0,2.420677362,352,34
Karate Club,148,214.5882353,0.540968509,1,0.1968363,0,0,2.420677362,22,34
Karate Club,149,194.4117647,0.540968509,1,0.1827979,0,0,2.420677362,163,34
Karate Club,150,248,0.540968509,1,0.15654649,0,0,2.420677362,784,34
Karate Club,151,236.0294118,0.540968509,1,0.184559282,0,0,2.420677362,38,34
Karate Club,152,294.6764706,0.540968509,1,0.329635457,0,0,2.420677362,11,34
Karate Club,153,208,0.540968509,1,0.084841629,0,0,2.420677362,987,34
Karate Club,154,215.6764706,0.540968509,1,0.125007019,0,0,2.420677362,494,34
Karate Club,155,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,156,154.2647059,0.540968509,1,0.248286884,0,0,2.420677362,21,34
Karate Club,157,182.0882353,0.540968509,1,0.159553241,0,0,2.420677362,29,34
Karate Club,158,181.3529412,0.540968509,1,0.173694453,0,0,2.420677362,13,34
Karate Club,159,230.6764706,0.540968509,1,0.153216431,0,0,2.420677362,52,34
Karate Club,160,321.1764706,0.540968509,1,0.290196078,0,0,2.420677362,875,34
Karate Club,161,204.7647059,0.540968509,1,0.229481048,0,0,2.420677362,190,34
Karate Club,162,228,0.540968509,1,0.134158927,0,0,2.420677362,727,34
Karate Club,163,218,0.540968509,1,0.113329736,0,0,2.420677362,836,34
Karate Club,164,188.3529412,0.540968509,1,0.048985928,0,0,2.420677362,168,34
Karate Club,165,201.0294118,0.540968509,1,0.119398425,0,0,2.420677362,109,34
Karate Club,166,225.6764706,0.540968509,1,0.14553323,0,0,2.420677362,374,34
Karate Club,167,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,168,174.7647059,0.540968509,1,0.147702299,0,0,2.420677362,17,34
Karate Club,169,213,0.540968509,1,0.100110467,0,0,2.420677362,556,34
Karate Club,170,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,171,223,0.540968509,1,0.124637299,0,0,2.420677362,136,34
Karate Club,172,177.7647059,0.540968509,1,0.276151361,0,0,2.420677362,51,34
Karate Club,173,268,0.540968509,1,0.158033363,0,0,2.420677362,437,34
Karate Club,174,193,0.540968509,1,0.025144773,0,0,2.420677362,937,34
Karate Club,175,175.0882353,0.540968509,1,0.259103171,0,0,2.420677362,8,34
Karate Club,176,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,177,423.2941176,0.540968509,1,0.247850113,0,0,2.420677362,786,34
Karate Club,178,198,0.540968509,1,0.047534165,0,0,2.420677362,107,34
Karate Club,179,279.0588235,0.540968509,1,0.218579506,0,0,2.420677362,318,34
Karate Club,180,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,181,230.6764706,0.540968509,1,0.153216431,0,0,2.420677362,304,34
Karate Club,182,195.6764706,0.540968509,1,0.059623699,0,0,2.420677362,149,34
Karate Club,183,198.7058824,0.540968509,1,0.130080451,0,0,2.420677362,13,34
Karate Club,184,181.7058824,0.540968509,1,0.20874831,0,0,2.420677362,14,34
Karate Club,185,193.3529412,0.540968509,1,0.071296909,0,0,2.420677362,144,34
Karate Club,186,235.2058824,0.540968509,1,0.215385917,0,0,2.420677362,21,34
Karate Club,187,177.5588235,0.540968509,1,0.243776126,0,0,2.420677362,21,34
Karate Club,188,263,0.540968509,1,0.159360322,0,0,2.420677362,329,34
Karate Club,189,262.2058824,0.540968509,1,0.215654383,0,0,2.420677362,16,34
Karate Club,190,198,0.540968509,1,0.047534165,0,0,2.420677362,920,34
Karate Club,191,251.1764706,0.540968509,1,0.247361896,0,0,2.420677362,9,34
Karate Club,192,238.1176471,0.540968509,1,0.201602825,0,0,2.420677362,22,34
Karate Club,193,190.6764706,0.540968509,1,0.037278493,0,0,2.420677362,569,34
Karate Club,194,251.0294118,0.540968509,1,0.189348358,0,0,2.420677362,128,34
Karate Club,195,157.5882353,0.540968509,1,0.233109369,0,0,2.420677362,25,34
Karate Club,196,193,0.540968509,1,0.025144773,0,0,2.420677362,145,34
Karate Club,197,235.6764706,0.540968509,1,0.159325655,0,0,2.420677362,126,34
Karate Club,198,238,0.540968509,1,0.148294612,0,0,2.420677362,596,34
Karate Club,199,192.5882353,0.540968509,1,0.262361206,0,0,2.420677362,59,34
Karate Club,200,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,201,219,0.540968509,1,0.20890806,0,0,2.420677362,9,34
Karate Club,202,203.3529412,0.540968509,1,0.108288383,0,0,2.420677362,470,34
Karate Club,203,141.9705882,0.540968509,1,0.273565362,0,0,2.420677362,8,34
Karate Club,204,198,0.540968509,1,0.047534165,0,0,2.420677362,476,34
Karate Club,205,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,206,233,0.540968509,1,0.142009594,0,0,2.420677362,625,34
Karate Club,207,240.7941176,0.540968509,1,0.212521286,0,0,2.420677362,38,34
Karate Club,208,169.8529412,0.540968509,1,0.237316017,0,0,2.420677362,7,34
Karate Club,209,208,0.540968509,1,0.084841629,0,0,2.420677362,744,34
Karate Club,210,221.3823529,0.540968509,1,0.194222368,0,0,2.420677362,24,34
Karate Club,211,260.1176471,0.540968509,1,0.207897677,0,0,2.420677362,11,34
Karate Club,212,263.7058824,0.540968509,1,0.192262272,0,0,2.420677362,17,34
Karate Club,213,303,0.540968509,1,0.122791691,0,0,2.420677362,384,34
Karate Club,214,260.4117647,0.540968509,1,0.262945296,0,0,2.420677362,28,34
Karate Club,215,190.6764706,0.540968509,1,0.037278493,0,0,2.420677362,150,34
Karate Club,216,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,217,255.6764706,0.540968509,1,0.169869604,0,0,2.420677362,713,34
Karate Club,218,233.7058824,0.540968509,1,0.194289395,0,0,2.420677362,93,34
Karate Club,219,218.3529412,0.540968509,1,0.147320297,0,0,2.420677362,65,34
Karate Club,220,231.5588235,0.540968509,1,0.203678245,0,0,2.420677362,125,34
Karate Club,221,186.3823529,0.540968509,1,0.103662895,0,0,2.420677362,62,34
Karate Club,222,248.8823529,0.540968509,1,0.177367331,0,0,2.420677362,171,34
Karate Club,223,285.6764706,0.540968509,1,0.152030935,0,0,2.420677362,76,34
Karate Club,224,440.9411765,0.540968509,1,0.295216272,0,0,2.420677362,490,34
Karate Club,225,248.3529412,0.540968509,1,0.179264079,0,0,2.420677362,162,34
Karate Club,226,205.2352941,0.540968509,1,0.241169727,0,0,2.420677362,6,34
Karate Club,227,240.6764706,0.540968509,1,0.163958997,0,0,2.420677362,24,34
Karate Club,228,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,229,142.6764706,0.540968509,1,0.255053537,0,0,2.420677362,15,34
Karate Club,230,218,0.540968509,1,0.113329736,0,0,2.420677362,906,34
Karate Club,231,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,232,186.9117647,0.540968509,1,0.103545147,0,0,2.420677362,79,34
Karate Club,233,186,0.540968509,1,0.1531886,0,0,2.420677362,79,34
Karate Club,234,184.1764706,0.540968509,1,0.194647453,0,0,2.420677362,43,34
Karate Club,235,221.5588235,0.540968509,1,0.165659334,0,0,2.420677362,53,34
Karate Club,236,250.6764706,0.540968509,1,0.169151293,0,0,2.420677362,66,34
Karate Club,237,172.1764706,0.540968509,1,0.308356277,0,0,2.420677362,16,34
Karate Club,238,216.0294118,0.540968509,1,0.158078725,0,0,2.420677362,72,34
Karate Club,239,214.9411765,0.540968509,1,0.222133681,0,0,2.420677362,85,34
Karate Club,240,238,0.540968509,1,0.148294612,0,0,2.420677362,543,34
Karate Club,241,190.6764706,0.540968509,1,0.037278493,0,0,2.420677362,179,34
Karate Club,242,150.2352941,0.540968509,1,0.292574508,0,0,2.420677362,24,34
Karate Club,243,278.1176471,0.540968509,1,0.181067732,0,0,2.420677362,29,34
Karate Club,244,226.5588235,0.540968509,1,0.173038007,0,0,2.420677362,45,34
Karate Club,245,203,0.540968509,1,0.067371776,0,0,2.420677362,458,34
Karate Club,246,243.3529412,0.540968509,1,0.177508567,0,0,2.420677362,133,34
Karate Club,247,183.3235294,0.540968509,1,0.224228726,0,0,2.420677362,29,34
Karate Club,248,203.3529412,0.540968509,1,0.108288383,0,0,2.420677362,384,34
Karate Club,249,187.7352941,0.540968509,1,0.340421708,0,0,2.420677362,6,34
Karate Club,250,209.3823529,0.540968509,1,0.270332912,0,0,2.420677362,32,34
Karate Club,251,208,0.540968509,1,0.084841629,0,0,2.420677362,398,34
Karate Club,252,205.4705882,0.540968509,1,0.207583234,0,0,2.420677362,25,34
Karate Club,253,335.6470588,0.540968509,1,0.258654461,0,0,2.420677362,975,34
Karate Club,254,201.0294118,0.540968509,1,0.119398425,0,0,2.420677362,197,34
Karate Club,255,264.8823529,0.540968509,1,0.408146203,0,0,2.420677362,59,34
Karate Club,256,203,0.540968509,1,0.067371776,0,0,2.420677362,516,34
Karate Club,257,248,0.540968509,1,0.15654649,0,0,2.420677362,818,34
Karate Club,258,258.3529412,0.540968509,1,0.179155952,0,0,2.420677362,264,34
Karate Club,259,191.0294118,0.540968509,1,0.082538604,0,0,2.420677362,103,34
Karate Club,260,305.2941176,0.540968509,1,0.258483509,0,0,2.420677362,17,34
Karate Club,261,204.2352941,0.540968509,1,0.144051572,0,0,2.420677362,50,34
Karate Club,262,263,0.540968509,1,0.159360322,0,0,2.420677362,469,34
Karate Club,263,186.7058824,0.540968509,1,0.222849253,0,0,2.420677362,34,34
Karate Club,264,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,265,248.5294118,0.540968509,1,0.183132614,0,0,2.420677362,937,34
Karate Club,266,243,0.540968509,1,0.153110627,0,0,2.420677362,394,34
Karate Club,267,236.3529412,0.540968509,1,0.305610049,0,0,2.420677362,19,34
Karate Club,268,193.7058824,0.540968509,1,0.112940105,0,0,2.420677362,392,34
Karate Club,269,251.5588235,0.540968509,1,0.220222007,0,0,2.420677362,185,34
Karate Club,270,193,0.540968509,1,0.025144773,0,0,2.420677362,338,34
Karate Club,271,203.8529412,0.540968509,1,0.263695927,0,0,2.420677362,13,34
Karate Club,272,283,0.540968509,1,0.148098109,0,0,2.420677362,348,34
Karate Club,273,143.0588235,0.540968509,1,0.336759868,0,0,2.420677362,9,34
Karate Club,274,258.8823529,0.540968509,1,0.177332692,0,0,2.420677362,33,34
Karate Club,275,264.0588235,0.540968509,1,0.215959273,0,0,2.420677362,272,34
Karate Club,276,278,0.540968509,1,0.152348709,0,0,2.420677362,327,34
Karate Club,277,334.5882353,0.540968509,1,0.197278067,0,0,2.420677362,440,34
Karate Club,278,263.1176471,0.540968509,1,0.196420352,0,0,2.420677362,32,34
Karate Club,279,256.7058824,0.540968509,1,0.242283119,0,0,2.420677362,36,34
Karate Club,280,180.6470588,0.540968509,1,0.203037907,0,0,2.420677362,8,34
Karate Club,281,187.5882353,0.540968509,1,0.252891373,0,0,2.420677362,23,34
Karate Club,282,208,0.540968509,1,0.084841629,0,0,2.420677362,77,34
Karate Club,283,231.5588235,0.540968509,1,0.178827863,0,0,2.420677362,185,34
Karate Club,284,308,0.540968509,1,0.114591291,0,0,2.420677362,239,34
Karate Club,285,202.0294118,0.540968509,1,0.223591926,0,0,2.420677362,9,34
Karate Club,286,203,0.540968509,1,0.067371776,0,0,2.420677362,546,34
Karate Club,287,322.6176471,0.540968509,1,0.18978887,0,0,2.420677362,36,34
Karate Club,288,211.8529412,0.540968509,1,0.257356004,0,0,2.420677362,33,34
Karate Club,289,134.7058824,0.540968509,1,0.451027485,0,0,2.420677362,13,34
Karate Club,290,193,0.540968509,1,0.025144773,0,0,2.420677362,797,34
Karate Club,291,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,292,205.7941176,0.540968509,1,0.173633238,0,0,2.420677362,22,34
Karate Club,293,188,0.540968509,0,0,0,0,2.420677362,1000,34
Karate Club,294,219,0.540968509,1,0.20890806,0,0,2.420677362,19,34
Karate Club,295,234.4117647,0.540968509,1,0.191135877,0,0,2.420677362,38,34
Karate Club,296,280.4411765,0.540968509,1,0.172500694,0,0,2.420677362,17,34
Karate Club,297,186.0294118,0.540968509,1,0.060251104,0,0,2.420677362,96,34
Karate Club,298,289.0588235,0.540968509,1,0.215087744,0,0,2.420677362,218,34
Karate Club,299,243.3529412,0.540968509,1,0.177508567,0,0,2.420677362,34,34
UC Merced,0,177.4705882,0.182415188,1,0.353573757,0,0,3.638431373,28,51
UC Merced,1,159.7058824,0.182415188,1,0.187917524,0,0,3.638431373,27,51
UC Merced,2,126.3137255,0.182415188,1,0.292419234,0,0,3.638431373,8,51
UC Merced,3,199.5294118,0.182415188,1,0.176100629,0,0,3.638431373,38,51
UC Merced,4,161.627451,0.182415188,1,0.419012686,0,0,3.638431373,5,51
UC Merced,5,164.0196078,0.182415188,1,0.218459267,0,0,3.638431373,23,51
UC Merced,6,137.745098,0.182415188,1,0.385474845,0,0,3.638431373,18,51
UC Merced,7,174.2941176,0.182415188,1,0.095425278,0,0,3.638431373,102,51
UC Merced,8,135.3529412,0.182415188,1,0.362280679,0,0,3.638431373,9,51
UC Merced,9,168.3921569,0.182415188,1,0.191265514,0,0,3.638431373,30,51
UC Merced,10,148.6862745,0.182415188,1,0.426025191,0,0,3.638431373,10,51
UC Merced,11,158.372549,0.182415188,1,0.269416668,0,0,3.638431373,21,51
UC Merced,12,149.2941176,0.182415188,1,0.341661645,0,0,3.638431373,23,51
UC Merced,13,193.3137255,0.182415188,1,0.246272441,0,0,3.638431373,43,51
UC Merced,14,131.2745098,0.182415188,1,0.255806938,0,0,3.638431373,12,51
UC Merced,15,136.0588235,0.182415188,1,0.368578848,0,0,3.638431373,18,51
UC Merced,16,128.9607843,0.182415188,1,0.413443163,0,0,3.638431373,13,51
UC Merced,17,121.627451,0.182415188,1,0.315179562,0,0,3.638431373,15,51
UC Merced,18,132.1176471,0.182415188,1,0.266699259,0,0,3.638431373,18,51
UC Merced,19,159.7254902,0.182415188,1,0.168368452,0,0,3.638431373,28,51
UC Merced,20,173.0980392,0.182415188,1,0.102858996,0,0,3.638431373,79,51
UC Merced,21,180.4901961,0.182415188,1,0.069936416,0,0,3.638431373,133,51
UC Merced,22,165.1764706,0.182415188,1,0.22326965,0,0,3.638431373,26,51
UC Merced,23,172.1372549,0.182415188,1,0.269899872,0,0,3.638431373,22,51
UC Merced,24,175.372549,0.182415188,1,0.324958785,0,0,3.638431373,20,51
UC Merced,25,95.68627451,0.182415188,1,0.330030537,0,0,3.638431373,6,51
UC Merced,26,188,0.182415188,0,0,0,0,3.638431373,1000,51
UC Merced,27,155.3333333,0.182415188,1,0.202484023,0,0,3.638431373,14,51
UC Merced,28,95.31372549,0.182415188,1,0.401248835,0,0,3.638431373,7,51
UC Merced,29,182.3529412,0.182415188,1,0.151106894,0,0,3.638431373,35,51
UC Merced,30,175.9019608,0.182415188,1,0.295099023,0,0,3.638431373,12,51
UC Merced,31,157.0196078,0.182415188,1,0.367304264,0,0,3.638431373,15,51
UC Merced,32,151.0392157,0.182415188,1,0.214176804,0,0,3.638431373,28,51
UC Merced,33,152.5294118,0.182415188,1,0.230893129,0,0,3.638431373,26,51
UC Merced,34,193.1176471,0.182415188,1,0.041031338,0,0,3.638431373,303,51
UC Merced,35,141.0392157,0.182415188,1,0.371057919,0,0,3.638431373,12,51
UC Merced,36,143.6078431,0.182415188,1,0.277647487,0,0,3.638431373,19,51
UC Merced,37,197.8039216,0.182415188,1,0.288663681,0,0,3.638431373,28,51
UC Merced,38,145.5490196,0.182415188,1,0.316937552,0,0,3.638431373,21,51
UC Merced,39,156.0392157,0.182415188,1,0.214705636,0,0,3.638431373,47,51
UC Merced,40,159.1176471,0.182415188,1,0.213257946,0,0,3.638431373,38,51
UC Merced,41,114.4509804,0.182415188,1,0.360761471,0,0,3.638431373,9,51
UC Merced,42,158.4509804,0.182415188,1,0.221264598,0,0,3.638431373,23,51
UC Merced,43,259.0588235,0.182415188,1,0.212747769,0,0,3.638431373,278,51
UC Merced,44,205.372549,0.182415188,1,0.149408245,0,0,3.638431373,147,51
UC Merced,45,203.9215686,0.182415188,1,0.238423831,0,0,3.638431373,32,51
UC Merced,46,173.5686275,0.182415188,1,0.314483046,0,0,3.638431373,25,51
UC Merced,47,120.2156863,0.182415188,1,0.237647954,0,0,3.638431373,8,51
UC Merced,48,211.5686275,0.182415188,1,0.120340184,0,0,3.638431373,83,51
UC Merced,49,162.4509804,0.182415188,1,0.175772421,0,0,3.638431373,28,51
UC Merced,50,198,0.182415188,1,0.047534165,0,0,3.638431373,772,51
UC Merced,51,140.5490196,0.182415188,1,0.359834559,0,0,3.638431373,9,51
UC Merced,52,154.1176471,0.182415188,1,0.166591828,0,0,3.638431373,18,51
UC Merced,53,199.5098039,0.182415188,1,0.223400299,0,0,3.638431373,39,51
UC Merced,54,177.9411765,0.182415188,1,0.228185599,0,0,3.638431373,39,51
UC Merced,55,133.4705882,0.182415188,1,0.318253701,0,0,3.638431373,19,51
UC Merced,56,127.4117647,0.182415188,1,0.294419399,0,0,3.638431373,11,51
UC Merced,57,164.2745098,0.182415188,1,0.367329935,0,0,3.638431373,12,51
UC Merced,58,126.4313725,0.182415188,1,0.369416873,0,0,3.638431373,6,51
UC Merced,59,214.9411765,0.182415188,1,0.373704527,0,0,3.638431373,43,51
UC Merced,60,146.5490196,0.182415188,1,0.275134191,0,0,3.638431373,42,51
UC Merced,61,141.1764706,0.182415188,1,0.283469499,0,0,3.638431373,16,51
UC Merced,62,136.2745098,0.182415188,1,0.396795035,0,0,3.638431373,12,51
UC Merced,63,183.2745098,0.182415188,1,0.33613805,0,0,3.638431373,25,51
UC Merced,64,192.1372549,0.182415188,1,0.20707195,0,0,3.638431373,79,51
UC Merced,65,138.2352941,0.182415188,1,0.485106383,0,0,3.638431373,3,51
UC Merced,66,175.9411765,0.182415188,1,0.198285488,0,0,3.638431373,43,51
UC Merced,67,142.7843137,0.182415188,1,0.321184118,0,0,3.638431373,20,51
UC Merced,68,154.372549,0.182415188,1,0.178096896,0,0,3.638431373,33,51
UC Merced,69,198.9019608,0.182415188,1,0.287058514,0,0,3.638431373,36,51
UC Merced,70,174.9019608,0.182415188,1,0.310050119,0,0,3.638431373,39,51
UC Merced,71,117.1568627,0.182415188,1,0.267631471,0,0,3.638431373,10,51
UC Merced,72,190.3137255,0.182415188,1,0.348585674,0,0,3.638431373,11,51
UC Merced,73,152.9019608,0.182415188,1,0.278879954,0,0,3.638431373,29,51
UC Merced,74,150.0588235,0.182415188,1,0.201622842,0,0,3.638431373,38,51
UC Merced,75,129.745098,0.182415188,1,0.264037669,0,0,3.638431373,12,51
UC Merced,76,165.0392157,0.182415188,1,0.266701144,0,0,3.638431373,8,51
UC Merced,77,179.1568627,0.182415188,1,0.166777185,0,0,3.638431373,16,51
UC Merced,78,178.1960784,0.182415188,1,0.247816556,0,0,3.638431373,42,51
UC Merced,79,147.3529412,0.182415188,1,0.354584948,0,0,3.638431373,15,51
UC Merced,80,134.372549,0.182415188,1,0.347636501,0,0,3.638431373,8,51
UC Merced,81,163.6470588,0.182415188,1,0.167895387,0,0,3.638431373,50,51
UC Merced,82,147.2941176,0.182415188,1,0.379565245,0,0,3.638431373,11,51
UC Merced,83,175.6666667,0.182415188,1,0.240765667,0,0,3.638431373,38,51
UC Merced,84,218.3333333,0.182415188,1,0.218177976,0,0,3.638431373,34,51
UC Merced,85,147.9215686,0.182415188,1,0.176033934,0,0,3.638431373,14,51
UC Merced,86,144.9411765,0.182415188,1,0.296961209,0,0,3.638431373,13,51
UC Merced,87,185.372549,0.182415188,1,0.078792253,0,0,3.638431373,216,51
UC Merced,88,208,0.182415188,1,0.084841629,0,0,3.638431373,252,51
UC Merced,89,186.2745098,0.182415188,1,0.297226006,0,0,3.638431373,15,51
UC Merced,90,182.2745098,0.182415188,1,0.310236745,0,0,3.638431373,17,51
UC Merced,91,128.1960784,0.182415188,1,0.262963429,0,0,3.638431373,9,51
UC Merced,92,136.5098039,0.182415188,1,0.399654145,0,0,3.638431373,5,51
UC Merced,93,185.372549,0.182415188,1,0.078792253,0,0,3.638431373,137,51
UC Merced,94,177.4705882,0.182415188,1,0.245484737,0,0,3.638431373,34,51
UC Merced,95,111.372549,0.182415188,1,0.395284452,0,0,3.638431373,14,51
UC Merced,96,200.1176471,0.182415188,1,0.197169677,0,0,3.638431373,79,51
UC Merced,97,155.2745098,0.182415188,1,0.173293816,0,0,3.638431373,19,51
UC Merced,98,144.4705882,0.182415188,1,0.230567797,0,0,3.638431373,18,51
UC Merced,99,206.8039216,0.182415188,1,0.10003774,0,0,3.638431373,641,51
UC Merced,100,146.5098039,0.182415188,1,0.207320401,0,0,3.638431373,11,51
UC Merced,101,148,0.182415188,1,0.280843127,0,0,3.638431373,15,51
UC Merced,102,175.4117647,0.182415188,1,0.272177729,0,0,3.638431373,36,51
UC Merced,103,114.7058824,0.182415188,1,0.321568627,0,0,3.638431373,12,51
UC Merced,104,218,0.182415188,1,0.113329736,0,0,3.638431373,307,51
UC Merced,105,166.9607843,0.182415188,1,0.319316546,0,0,3.638431373,16,51
UC Merced,106,166.9019608,0.182415188,1,0.326109391,0,0,3.638431373,16,51
UC Merced,107,102.8431373,0.182415188,1,0.38186882,0,0,3.638431373,8,51
UC Merced,108,168.8823529,0.182415188,1,0.18076642,0,0,3.638431373,24,51
UC Merced,109,187.254902,0.182415188,1,0.203798378,0,0,3.638431373,19,51
UC Merced,110,171.1764706,0.182415188,1,0.170527592,0,0,3.638431373,75,51
UC Merced,111,139,0.182415188,1,0.27748597,0,0,3.638431373,13,51
UC Merced,112,160.5098039,0.182415188,1,0.239893074,0,0,3.638431373,11,51
UC Merced,113,170.7058824,0.182415188,1,0.258482993,0,0,3.638431373,27,51
UC Merced,114,163.9019608,0.182415188,1,0.336779191,0,0,3.638431373,12,51
UC Merced,115,159.5098039,0.182415188,1,0.150668257,0,0,3.638431373,23,51
UC Merced,116,168.4509804,0.182415188,1,0.119760534,0,0,3.638431373,69,51
UC Merced,117,180.0392157,0.182415188,1,0.302305021,0,0,3.638431373,17,51
UC Merced,118,130.9019608,0.182415188,1,0.364607197,0,0,3.638431373,19,51
UC Merced,119,165.5294118,0.182415188,1,0.338670792,0,0,3.638431373,12,51
UC Merced,120,181.9607843,0.182415188,1,0.327442529,0,0,3.638431373,14,51
UC Merced,121,189.6470588,0.182415188,1,0.374742536,0,0,3.638431373,10,51
UC Merced,122,134.8235294,0.182415188,1,0.308723722,0,0,3.638431373,17,51
UC Merced,123,150.5882353,0.182415188,1,0.27759906,0,0,3.638431373,13,51
UC Merced,124,183.3333333,0.182415188,1,0.170233826,0,0,3.638431373,42,51
UC Merced,125,100.745098,0.182415188,1,0.496798174,0,0,3.638431373,4,51
UC Merced,126,172.745098,0.182415188,1,0.101204068,0,0,3.638431373,59,51
UC Merced,127,202.9803922,0.182415188,1,0.219190381,0,0,3.638431373,38,51
UC Merced,128,155.9411765,0.182415188,1,0.253089844,0,0,3.638431373,21,51
